date,time,Power,solar_azimuth,solar_zenith,solar_elevation,solar_time,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,temperature_2m,dewpoint_2m,relativehumidity_2m,surface_pressure,windspeed_10m,winddirection_10m,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,precipitation,rain,snowfall,weathercode,cloud_radiation,pvsim,Lag_24,Lag_25,Lag_48,Lag_72
2022-05-31,09:00:00,3247.376666666667,150.13338209080788,39.844148352226014,50.15585164777399,10.658800151037106,312.0,70.0,242.0,94.4,12.4,10.7,89,999.8,16.7,65,100,98,67,24,0.2,0.2,0.0,51,140.0,6299.45876438409,12817.105833333331,17369.186666666665,4876.991666666667,4338.0275
2023-06-02,13:00:00,8277.525,234.91517889656456,46.41956126830731,43.58043873169269,14.653857923197942,634.0,471.0,163.0,649.7,11.2,3.4,59,1011.3,21.6,316,86,68,41,0,0.1,0.1,0.0,51,15072.0,13246.642335702883,13780.450833333334,15223.881666666666,14432.910833333332,16645.181666666667
2023-06-03,08:00:00,14048.740833333335,130.37524911927707,44.4682587037162,45.5317412962838,9.651723323837537,480.0,276.0,204.0,409.8,10.9,1.1,51,1014.4,18.9,309,69,11,60,76,0.1,0.1,0.0,51,24564.0,12116.556636068784,16324.845833333336,14296.446666666665,17347.928333333333,18806.946666666667
2022-09-18,09:00:00,12118.113333333333,157.4540112222531,59.22305206705365,30.77694793294636,10.71707224725525,400.0,301.0,99.0,621.7,13.6,11.4,87,993.2,9.0,175,66,52,8,49,0.2,0.2,0.0,51,14448.0,13741.910754549326,2933.5316666666663,7603.469166666667,14487.153333333334,16944.915833333333
2022-07-12,18:00:00,1193.611666666667,300.3716284033359,82.25875908458258,7.741240915417421,19.525192580510694,63.0,15.0,48.0,77.4,20.8,16.9,78,1003.3,19.5,74,86,70,15,48,0.4,0.4,0.0,51,450.0,63.336610961310456,453.3666666666666,1498.7558333333334,433.3475,571.6125000000001
2022-07-26,14:00:00,2421.5191666666665,246.84256130875295,54.67780271471656,35.32219728528344,15.510942208339758,165.0,3.0,162.0,4.8,20.2,17.1,82,999.9,23.3,253,88,12,79,100,0.3,0.3,0.0,51,264.0,2460.0532828666906,8112.309166666667,14163.189166666663,3248.295833333333,2555.9133333333334
2022-05-07,16:00:00,299.83166666666665,274.8199089442233,73.06246184786903,16.937538152130973,17.677703004528105,80.0,14.0,66.0,39.5,10.1,8.2,88,1008.2,18.8,206,100,100,69,7,0.1,0.1,0.0,51,0.0,541.0347490903464,1719.1725,7053.815,1248.0058333333334,1693.8825
2023-06-27,11:00:00,8299.978333333334,193.3259613194685,36.29348157376516,53.70651842623484,12.56959821033854,621.0,430.0,191.0,531.0,23.0,12.4,51,1003.8,8.9,130,65,34,38,40,0.1,0.1,0.0,51,28380.0,13742.9766708533,6005.6025,8798.763333333334,11808.120833333334,14491.960833333333
2022-10-06,13:00:00,1755.0958333333335,224.60882629231253,72.53786185986701,17.462138140133,14.81840888818465,203.0,126.0,77.0,370.2,12.9,9.0,77,1001.0,30.9,191,37,26,23,0,0.2,0.2,0.0,51,9324.0,5367.157665024503,591.8441666666666,1414.1308333333334,1111.3333333333333,3906.3583333333336
2022-05-26,04:00:00,1723.0199999999998,74.71088367211327,74.46975204500565,15.530247954994348,5.669884517790517,48.0,4.0,44.0,19.4,9.8,9.5,98,1000.3,9.9,213,100,96,99,73,0.1,0.1,0.0,51,16.0,123.42672703650948,2569.8891666666664,173.20000000000002,2626.3541666666665,3030.145833333333
