date,time,Power,solar_azimuth,solar_zenith,solar_elevation,solar_time,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,temperature_2m,dewpoint_2m,relativehumidity_2m,surface_pressure,windspeed_10m,winddirection_10m,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,precipitation,rain,snowfall,weathercode,cloud_radiation,pvsim,Lag_24,Lag_25,Lag_48,Lag_72,pred_gbm,pred_lstm,pred_saed
1/1/2022,0:00:00,0,34.99376975,140.267969,-50.267969,1.564724612,0,0,0,0,-1.3,-1.4,99,996.1,25.3,210,100,100,100,84,0.6,0.2,0.28,73,0,0,0,0,0,0,0,0,0
1/1/2022,1:00:00,0,53.89163224,134.8732493,-44.87324934,2.564396113,0,0,0,0,-0.9,-1,99,996.4,25.6,209,100,100,99,77,0.8,0.2,0.42,73,0,0,0,0,0,0,0,0,0
1/1/2022,2:00:00,0,69.97714273,128.0852448,-38.08524483,3.564067763,0,0,0,0,-0.7,-0.8,99,996.9,24.1,202,100,93,98,74,1.2,0,0.84,75,0,0,0,0,0,0,0,0,0
1/1/2022,3:00:00,0,84.0431562,120.5943547,-30.5943547,4.563739564,0,0,0,0,-0.4,-0.6,98,997.2,23.5,205,100,79,91,37,1.1,0,0.77,73,0,0,0,0,0,0,0,0,0
1/1/2022,4:00:00,0,96.89577252,112.9080777,-22.90807766,5.563411515,0,0,0,0,-0.6,-1.1,96,998.5,22.8,198,100,84,95,13,0.5,0,0.35,73,0,0,0,0,0,0,0,0,0
1/1/2022,5:00:00,0,109.1770931,105.418859,-15.41885901,6.563083618,0,0,0,0,-1.1,-1.9,94,999.5,21.8,193,100,97,74,0,0.2,0,0.14,71,0,0,0,0,0,0,0,0,0
1/1/2022,6:00:00,0,121.3670115,98.46556248,-8.465562484,7.562755874,0,0,0,0,-2,-3.1,92,1000.8,21.6,182,100,96,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1/1/2022,7:00:00,0,133.8068315,92.3702363,-2.370236303,8.562428282,0,0,0,0,-1.9,-3.1,91,1002.3,21.3,176,95,100,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1/1/2022,8:00:00,0,146.7014178,87.44980882,2.550191181,9.562100843,5,0,5,0,-2.9,-4.6,88,1004.1,21.6,169,90,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1/1/2022,9:00:00,175.3691667,160.1013221,84.00199459,5.998005413,10.56177356,31,1,30,11.2,-3.5,-5.4,86,1005.9,22.8,164,89,99,0,0,0,0,0,3,1,0,0,0,0,0,145.2828539,175.3691667,175.3691667
1/1/2022,10:00:00,1138.555833,173.8901841,82.26700066,7.732999342,11.56144643,56,1,55,8.2,-3.7,-6,84,1007.5,22.6,155,77,85,0,0,0,0,0,2,15,427.3060031,0,0,0,0,413.7501271,1138.555833,1138.555833
1/1/2022,11:00:00,1052.828333,187.8140077,82.37794015,7.622059855,12.56111945,80,26,54,190.6,-3.9,-6.6,82,1008.9,21.3,158,35,39,0,0,0,0,0,1,1586,3446.004975,0,0,0,0,430.369639,1052.828333,1052.828333
1/1/2022,12:00:00,559.2225,201.5686358,84.32592864,5.67407136,13.56079264,81,32,49,270.1,-4.5,-7.3,81,1010.2,24.5,163,18,20,0,0,0,0,0,0,2560,4121.346108,0,0,0,0,1820.889761,559.2225,559.2225
1/1/2022,13:00:00,88.52833333,214.9130046,87.9625546,2.037445396,14.56046597,49,21,28,243.1,-5.4,-8,82,1011.2,25.4,168,10,11,0,0,0,0,0,0,1869,2591.317305,0,0,0,0,960.6255959,88.52833333,88.52833333
1/1/2022,14:00:00,0,227.7503839,93.03800819,-3.038008189,15.56013947,5,1,4,18.2,-6.1,-8.5,83,1012.3,28.2,170,4,4,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
1/1/2022,15:00:00,0,240.15103,99.25048212,-9.250482116,16.55981312,0,0,0,0,-6.6,-8.9,84,1013.2,30.6,160,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,16:00:00,0,252.3370511,106.2819244,-16.28192437,17.55948693,0,0,0,0,-7.2,-9.3,85,1013.9,28.7,155,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,17:00:00,0,264.6659592,113.808964,-23.80896404,18.5591609,0,0,0,0,-7.7,-9.8,85,1014.5,25.5,157,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,18:00:00,0,277.6357194,121.4881515,-31.4881515,19.55883503,0,0,0,0,-8.6,-10.7,85,1015,24.7,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,19:00:00,0,291.9088999,128.9161216,-38.91612159,20.55850932,0,0,0,0,-10,-11.8,87,1015.5,25.6,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,20:00:00,0,308.3033666,135.5657283,-45.56572831,21.55818377,0,0,0,0,-11.7,-13.4,88,1016,26.6,164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,21:00:00,0,327.5724277,140.7221924,-50.72219236,22.55785838,0,0,0,0,-12.4,-13.9,89,1016.1,24.8,167,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,22:00:00,0,349.684293,143.5314281,-53.53142813,23.55753316,0,0,0,0,-10.1,-12,86,1015.6,26.1,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,23:00:00,0,12.95921458,143.3495127,-53.34951267,0.557208095,0,0,0,0,-10.5,-12.2,87,1015.5,25.7,162,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2022,0:00:00,0,34.79118933,140.2225531,-50.22255308,1.556883196,0,0,0,0,-9.7,-11.7,86,1014.7,10,249,38,0,42,43,0,0,0,1,0,0,0,0,0,0,0,0,0
1/2/2022,1:00:00,0,53.7014952,134.8463306,-44.84633059,2.556558461,0,0,0,0,-12.9,-14.3,90,1014.4,11.3,248,63,46,20,32,0,0,0,2,0,0,0,0,0,0,0,0,0
1/2/2022,2:00:00,0,69.80349773,128.069485,-38.06948504,3.556233889,0,0,0,0,-11.9,-13.5,88,1013.8,11.7,252,100,51,92,100,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,3:00:00,0,83.88364844,120.5833269,-30.58332686,4.555909483,0,0,0,0,-9.9,-11.5,88,1012.5,11.2,264,94,4,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,4:00:00,0,96.74657753,112.8966141,-22.89661407,5.555585243,0,0,0,0,-8.2,-9.8,88,1011.7,11.9,265,94,4,100,100,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/2/2022,5:00:00,0,109.0348546,105.40273,-15.40273,6.555261169,0,0,0,0,-6.5,-8,89,1011,12.3,277,93,3,100,100,0.3,0,0.21,73,0,0,0,0,0,0,0,0,0
1/2/2022,6:00:00,0,121.229459,98.44116282,-8.441162823,7.554937262,0,0,0,0,-5.4,-6.8,90,1009.5,15.1,288,100,24,100,86,0.6,0,0.42,73,0,0,0,0,0,0,0,0,0
1/2/2022,7:00:00,0,133.6730345,92.33446292,-2.334462917,8.554613523,0,0,0,0,-4.8,-6,91,1008,18.4,293,82,19,100,15,0.7,0,0.49,73,0,0,0,0,0,0,0,0,0
1/2/2022,8:00:00,0,146.5719393,87.40016429,2.599835708,9.554289952,3,0,3,0,-4.5,-6.1,89,1006.9,20.8,293,100,60,100,5,0.2,0,0.14,71,0,0,0,0,0,0,0,0,0
1/2/2022,9:00:00,0,159.9781662,83.93688073,6.063119274,10.55396655,13,0,13,0,-4.6,-6.6,86,1005.9,21.7,297,100,98,100,22,0.2,0,0.14,71,0,0,175.3691667,0,0,0,0,0,0
1/2/2022,10:00:00,0,173.7762971,82.18606043,7.813939569,11.55364332,18,0,18,0,-4.9,-7.1,84,1004.3,21.5,301,100,100,100,77,0.2,0,0.14,71,0,0,1138.555833,175.3691667,0,0,0,0,0
1/2/2022,11:00:00,55.00666667,187.7122833,82.28220393,7.717796066,12.55332025,26,0,26,0,-5,-7.3,84,1002.3,22.9,298,100,100,97,79,0.1,0,0.07,71,0,0,1052.828333,1138.555833,0,0,338.3627073,204.7913175,204.7913175
1/2/2022,12:00:00,26.28833333,201.4808284,84.21757529,5.782424708,13.55299736,31,0,31,0,-4.8,-7.1,84,1001,22.9,294,100,100,72,54,0.1,0,0.07,71,0,0,559.2225,1052.828333,0,0,126.9292615,163.2472904,163.2472904
1/2/2022,13:00:00,0,214.8391523,87.84435184,2.15564816,14.55267464,18,0,18,0,-4.7,-6.9,85,999.7,21.8,292,100,100,41,97,0,0,0,3,0,0,88.52833333,559.2225,0,0,0,0,0
1/2/2022,14:00:00,0,227.6889358,92.91271583,-2.912715834,15.55235209,2,0,2,0,-4.6,-6.7,86,998.5,19.9,292,100,100,36,97,0,0,0,3,0,0,0,88.52833333,0,0,0,0,0
1/2/2022,15:00:00,0,240.0993287,99.12046584,-9.120465845,16.55202972,0,0,0,0,-4.5,-6.4,86,996.9,18.2,297,100,100,11,97,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,16:00:00,0,252.2916973,106.149041,-16.14904098,17.55170751,0,0,0,0,-4.2,-6,87,995.8,18,299,100,100,40,99,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,17:00:00,0,264.622774,113.6746603,-23.67466034,18.55138548,0,0,0,0,-4,-5.7,88,994.8,18.4,296,100,97,72,98,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,18:00:00,0,277.5891814,121.3537317,-31.35373172,19.55106363,0,0,0,0,-3.7,-5.3,89,993.6,16.8,298,100,96,87,99,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,19:00:00,0,291.8510172,128.783232,-38.78323205,20.55074195,0,0,0,0,-3.6,-4.9,91,992.8,15.1,298,100,100,65,77,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,20:00:00,0,308.2224132,135.4372045,-45.43720446,21.55042044,0,0,0,0,-3.3,-4.5,91,992.1,15.3,297,100,100,25,30,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,21:00:00,0,327.4540449,140.6032269,-50.60322687,22.55009911,0,0,0,0,-3.1,-4.2,92,991.4,14.8,299,99,100,6,19,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,22:00:00,0,349.5205729,143.4297529,-53.4297529,23.54977796,0,0,0,0,-2.9,-3.8,93,990.9,13.4,297,100,100,7,88,0,0,0,3,0,0,0,0,0,0,0,0,0
1/2/2022,23:00:00,0,12.76229285,143.271835,-53.27183503,0.549456988,0,0,0,0,-2.6,-3.5,94,990.1,13.4,294,100,100,19,99,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,0:00:00,0,34.58701043,140.1692731,-50.16927309,1.549136192,0,0,0,0,-2.4,-3.1,95,989.5,12.6,290,100,100,11,52,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,1:00:00,0,53.50826377,134.8118407,-44.81184067,2.548815573,0,0,0,0,-2.1,-2.8,95,988.9,11.2,285,100,100,27,63,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,2:00:00,0,69.62621323,128.0464366,-38.0464366,3.548495134,0,0,0,0,-1.8,-2.4,96,988.6,9.9,280,100,100,91,67,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,3:00:00,0,83.72048236,120.5651844,-30.56518441,4.548174875,0,0,0,0,-1.6,-2.1,96,988.1,9.3,283,100,100,81,91,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,4:00:00,0,96.59396315,112.8780887,-22.87808867,5.547854796,0,0,0,0,-1.4,-1.8,97,987.9,9.3,286,100,100,50,99,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,5:00:00,0,108.8895778,105.3794912,-15.37949116,6.547534898,0,0,0,0,-1.2,-1.6,97,987.8,10.3,282,100,100,18,100,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,6:00:00,0,121.0893613,98.40953624,-8.409536243,7.547215181,0,0,0,0,-1.2,-1.5,97,987.8,10.6,280,100,100,14,100,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,7:00:00,0,133.5373063,92.29131485,-2.291314853,8.546895646,0,0,0,0,-1.7,-2.1,97,987.7,10.9,279,100,100,3,100,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/3/2022,8:00:00,0,146.4412825,87.34301162,2.65698838,9.546576295,2,0,2,0,-1.3,-1.7,97,987.7,11.6,277,100,100,29,99,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,9:00:00,0,159.8547256,83.86418854,6.135811459,10.54625713,12,0,12,0,-1,-1.3,97,987.8,11.9,272,100,100,81,99,0,0,0,3,0,0,0,0,175.3691667,0,0,0,0
1/3/2022,10:00:00,0,173.6631238,82.0975785,7.902421497,11.54593814,21,0,21,0,-0.5,-0.8,98,987.6,10.1,272,100,100,92,99,0,0,0,3,0,0,0,0,1138.555833,0,0,0,0
1/3/2022,11:00:00,0,187.6122995,82.17909226,7.820907742,12.54561934,24,0,24,0,-0.2,-0.4,98,987.3,9.9,280,100,100,98,97,0,0,0,3,0,0,55.00666667,0,1052.828333,0,0,0,0
1/3/2022,12:00:00,0,201.3957257,84.10213257,5.897867432,13.54530073,25,0,25,0,0.1,-0.1,99,987.1,8.9,284,100,100,95,96,0,0,0,3,0,0,26.28833333,55.00666667,559.2225,0,0,0,0
1/3/2022,13:00:00,0,214.7688404,87.7194251,2.280574895,14.5449823,12,0,12,0,0.2,0.1,99,987,8.4,277,100,100,98,95,0.1,0.1,0,51,0,0,0,26.28833333,88.52833333,0,0,0,0
1/3/2022,14:00:00,0,227.6317181,92.78108764,-2.781087642,15.54466405,1,0,1,0,0.4,0.3,99,987.1,7.9,273,100,100,96,93,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/3/2022,15:00:00,0,240.052428,98.98446802,-8.984468019,16.544346,0,0,0,0,0.6,0.6,100,987.1,8,260,100,100,99,97,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/3/2022,16:00:00,0,252.2516389,106.0104478,-16.01044779,17.54402813,0,0,0,0,0.9,0.9,100,987,8.7,240,100,100,88,86,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/3/2022,17:00:00,0,264.585344,113.5347946,-23.53479458,18.54371045,0,0,0,0,1.2,1.1,99,987,8.7,228,100,100,45,99,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/3/2022,18:00:00,0,277.5488355,121.2137344,-31.21373441,19.54339296,0,0,0,0,1.3,1.2,99,986.9,8.9,227,100,100,48,94,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,19:00:00,0,291.7996879,128.6445473,-38.64454727,20.54307565,0,0,0,0,0.8,0.7,99,986.9,9,233,100,100,24,78,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,20:00:00,0,308.148104,135.3024384,-45.30243843,21.54275854,0,0,0,0,0.8,0.7,99,986.7,8.9,243,100,100,18,26,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,21:00:00,0,327.3416923,140.4773762,-50.47737625,22.54244162,0,0,0,0,0.8,0.7,99,986.8,9,254,91,100,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,22:00:00,0,349.3610369,143.3205349,-53.3205349,23.54212489,0,0,0,0,0.8,0.7,99,986.6,9.4,270,100,100,8,22,0,0,0,3,0,0,0,0,0,0,0,0,0
1/3/2022,23:00:00,0,12.56668168,143.1862469,-53.18624685,0.541808348,0,0,0,0,0.9,0.8,99,986.5,10.1,274,100,100,29,75,0,0,0,3,0,0,0,0,0,0,0,0,0
1/4/2022,0:00:00,0,34.38150798,140.1081277,-50.10812766,1.541492001,0,0,0,0,1.1,1,100,985.9,11.2,274,100,100,53,93,0,0,0,3,0,0,0,0,0,0,0,0,0
1/4/2022,1:00:00,0,53.31217258,134.7697559,-44.76975591,2.541175846,0,0,0,0,1.4,1.3,99,985.4,12.2,270,100,100,43,72,0,0,0,3,0,0,0,0,0,0,0,0,0
1/4/2022,2:00:00,0,69.44548255,128.0160661,-38.01606615,3.540859885,0,0,0,0,1.6,1.5,99,985.1,14.3,258,100,100,67,49,0,0,0,3,0,0,0,0,0,0,0,0,0
1/4/2022,3:00:00,0,83.55382063,120.5398928,-30.53989281,4.540544117,0,0,0,0,1.7,1.6,100,984.4,14.5,263,100,100,58,12,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/4/2022,4:00:00,0,96.43807132,112.852471,-22.85247099,5.540228544,0,0,0,0,1.7,1.6,99,984.2,15.2,266,100,100,36,9,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/4/2022,5:00:00,0,108.7413909,105.3491194,-15.34911944,6.539913166,0,0,0,0,1.8,1.7,99,983.8,16.3,264,100,100,32,5,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/4/2022,6:00:00,0,120.9468372,98.37066939,-8.370669386,7.539597984,0,0,0,0,1.9,1.8,99,983.4,17.2,259,100,100,44,4,0,0,0,3,0,0,0,0,0,0,0,0,0
1/4/2022,7:00:00,0,133.3997587,92.24079004,-2.240790036,8.539282998,0,0,0,0,2.2,2,99,983.3,17.3,258,100,100,43,0,0.1,0.1,0,51,0,0,0,0,0,0,0,0,0
1/4/2022,8:00:00,130.9291667,146.3095541,87.2783611,2.721638902,9.538968209,2,0,2,0,2.4,2.1,98,982.9,18.7,254,100,100,38,28,0.1,0.1,0,51,0,0,0,0,0,0,187.9890692,276.193455,276.193455
1/4/2022,9:00:00,407.795,159.7311025,83.78394133,6.216058668,10.53865362,15,0,15,0,2.5,2.2,98,983,19.7,252,100,100,72,12,0.3,0.3,0,51,0,0,0,0,0,175.3691667,205.8681406,307.688737,307.688737
1/4/2022,10:00:00,810.3933333,173.5507625,82.00159142,7.998408576,11.53833922,20,0,20,0,2.5,2.2,98,983,18.5,246,100,100,64,3,0.5,0.5,0,53,0,0,0,0,0,1138.555833,731.229309,329.1312475,329.1312475
1/4/2022,11:00:00,951.1558333,187.51415,82.06865474,7.931345259,12.53802503,27,0,27,0,2.4,2.1,98,982.6,16.6,240,100,99,79,0,0.3,0.3,0,51,0,0,0,0,55.00666667,1052.828333,845.7002104,327.5938006,327.5938006
1/4/2022,12:00:00,966.2825,201.3134159,83.97966244,6.020337562,13.53771103,35,3,32,24.2,2.1,1.5,96,982.7,15.1,230,83,84,13,0,0.1,0.1,0,51,48,86.46362889,0,0,26.28833333,559.2225,806.365711,326.0762518,326.0762518
1/4/2022,13:00:00,800.905,214.7021496,87.58784733,2.412152666,14.53739724,35,12,23,134,1.5,0.7,94,982.9,14.3,219,69,77,0,0,0,0,0,2,276,1005.672928,0,0,0,88.52833333,34.97705843,321.96408,321.96408
1/4/2022,14:00:00,0,227.5788034,92.64320558,-2.64320558,15.53708364,4,1,3,17.3,1,0.1,93,983.4,13.6,217,60,67,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0
1/4/2022,15:00:00,0,240.0103918,98.84257745,-8.842577454,16.53677025,0,0,0,0,0.1,-0.8,94,983.5,12,226,39,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1/4/2022,16:00:00,0,252.216932,105.8662384,-15.86623839,17.53645705,0,0,0,0,-0.8,-1.7,94,983.4,10.5,243,44,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1/4/2022,17:00:00,0,264.5537192,113.3894633,-23.3894633,18.53614406,0,0,0,0,-1.6,-2.5,94,983.5,11.2,249,48,49,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1/4/2022,18:00:00,0,277.5147299,121.0682577,-31.06825765,19.53583127,0,0,0,0,-1.9,-2.8,93,983.4,11,247,52,48,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1/4/2022,19:00:00,0,291.754966,128.5001656,-38.50016564,20.53551869,0,0,0,0,-2,-3,93,983.4,10.7,250,46,42,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1/4/2022,20:00:00,0,308.0805153,135.1615269,-45.16152687,21.53520631,0,0,0,0,-2.6,-3.6,93,982.9,9.9,260,50,37,19,19,0,0,0,2,0,0,0,0,0,0,0,0,0
1/4/2022,21:00:00,0,327.2354975,140.3447301,-50.34473005,22.53489413,0,0,0,0,-3.1,-4,93,982.9,8.3,270,70,32,35,67,0,0,0,2,0,0,0,0,0,0,0,0,0
1/4/2022,22:00:00,0,349.2058935,143.2038447,-53.20384474,23.53458216,0,0,0,0,-4,-4.9,94,982.5,9,265,78,21,64,68,0,0,0,2,0,0,0,0,0,0,0,0,0
1/4/2022,23:00:00,0,12.37265302,143.0927861,-53.09278612,0.534270389,0,0,0,0,-4.9,-5.6,94,982,8,278,100,31,89,92,0,0,0,3,0,0,0,0,0,0,0,0,0
1/5/2022,0:00:00,0,34.17495582,140.0391208,-50.03912077,1.533958829,0,0,0,0,-4.9,-5.6,95,981.1,7.6,295,100,60,93,97,0,0,0,3,0,0,0,0,0,0,0,0,0
1/5/2022,1:00:00,0,53.11345803,134.7200576,-44.72005763,2.533647475,0,0,0,0,-4.8,-5.4,96,980.7,7.1,294,100,74,94,97,0,0,0,3,0,0,0,0,0,0,0,0,0
1/5/2022,2:00:00,0,69.26150142,127.9783448,-37.97834485,3.533336328,0,0,0,0,-4.1,-4.6,96,980.6,7.2,297,100,53,98,98,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/5/2022,3:00:00,0,83.383828,120.5074218,-30.5074218,4.533025389,0,0,0,0,-3.4,-3.8,97,980,5.1,309,100,73,99,100,0.3,0,0.21,73,0,0,0,0,0,0,0,0,0
1/5/2022,4:00:00,0,96.27904552,112.8197347,-22.81973473,5.532714658,0,0,0,0,-2.8,-3.2,97,979.7,3.5,336,100,76,100,97,0.5,0,0.35,73,0,0,0,0,0,0,0,0,0
1/5/2022,5:00:00,0,108.5904229,105.3115959,-15.31159585,6.532404136,0,0,0,0,-2.1,-2.5,97,979.7,1,315,100,89,100,90,0.9,0,0.63,73,0,0,0,0,0,0,0,0,0
1/5/2022,6:00:00,0,120.8020056,98.3245529,-8.324552896,7.532093824,0,0,0,0,-1.9,-2.3,97,979.6,2.8,140,100,78,100,45,1.1,0,0.77,73,0,0,0,0,0,0,0,0,0
1/5/2022,7:00:00,0,133.2605034,92.18289031,-2.182890309,8.531783722,0,0,0,0,-2,-2.5,96,979.9,5.2,168,100,60,98,6,0.6,0,0.42,73,0,0,0,0,0,0,0,0,0
1/5/2022,8:00:00,0,146.1768598,87.20622681,2.793773189,9.53147383,4,0,4,0,-2.5,-3,96,980.3,6.2,187,75,43,60,0,0.3,0,0.21,73,0,0,130.9291667,0,0,0,0,0,0
1/5/2022,9:00:00,0,159.607398,83.69616603,6.303833975,10.53116415,37,12,25,130,-3.3,-3.7,97,980.7,6.6,221,17,14,7,0,0.1,0,0.07,71,1032,1635.769157,407.795,130.9291667,0,0,0,0,0
1/5/2022,10:00:00,0,173.4393096,81.89813917,8.101860826,11.53085468,87,34,53,265.6,-4,-4.6,96,981.1,9.2,222,48,13,60,0,0,0,0,1,2958,4911.656423,810.3933333,407.795,0,0,0,0,0
1/5/2022,11:00:00,0,187.4179268,81.95094421,8.049055787,12.53054542,109,56,53,391.2,-4.3,-5,95,980.9,10.7,230,70,46,47,2,0,0,0,2,3024,6773.198618,951.1558333,810.3933333,0,55.00666667,0,0,0
1/5/2022,12:00:00,0,201.2339848,83.85022982,6.149770176,13.53023638,92,41,51,325.1,-4.7,-5.5,94,980.6,11,238,93,51,65,28,0,0,0,3,2009,5005.459161,966.2825,951.1558333,0,26.28833333,0,0,0
1/5/2022,13:00:00,0,214.6391583,87.44969412,2.550305882,14.52992755,44,11,33,121.2,-4.9,-5.6,95,980.6,12,249,100,57,97,72,0.3,0,0.21,73,473,1301.354113,800.905,966.2825,0,0,0,0,0
1/5/2022,14:00:00,0,227.5302611,92.49915393,-2.499153925,15.52961893,5,0,5,0,-4.5,-5.2,95,980.4,13.8,261,100,53,97,91,0.3,0,0.21,73,0,0,0,800.905,0,0,0,0,0
1/5/2022,15:00:00,0,239.9732804,98.6948849,-8.694884899,16.52931053,0,0,0,0,-3.2,-3.8,95,980.2,15.5,257,100,80,88,90,0.3,0,0.21,73,0,0,0,0,0,0,0,0,0
1/5/2022,16:00:00,0,252.1876284,105.7165079,-15.7165079,17.52900235,0,0,0,0,-2,-2.7,95,980.4,16.9,246,100,67,63,31,0.2,0,0.14,71,0,0,0,0,0,0,0,0,0
1/5/2022,17:00:00,0,264.5279448,113.2387643,-23.23876425,18.52869438,0,0,0,0,-0.7,-1.6,94,980.6,17.3,234,100,76,46,18,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/5/2022,18:00:00,0,277.4869064,120.9174005,-30.91740052,19.52838662,0,0,0,0,-0.4,-1.2,95,980.6,16.8,227,100,84,73,76,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/5/2022,19:00:00,0,291.7168978,128.3501865,-38.35018652,20.52807908,0,0,0,0,-0.3,-1,95,980.8,14.8,223,100,76,77,82,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/5/2022,20:00:00,0,308.0197134,135.0145677,-45.01456774,21.52777176,0,0,0,0,-0.7,-1.3,96,981.1,12.9,216,100,75,87,61,0,0,0,3,0,0,0,0,0,0,0,0,0
1/5/2022,21:00:00,0,327.1355768,140.2053801,-50.2053801,22.52746466,0,0,0,0,-0.9,-1.5,96,981.6,11.1,209,100,68,83,31,0,0,0,3,0,0,0,0,0,0,0,0,0
1/5/2022,22:00:00,0,349.0553395,143.0797568,-53.07975676,23.52715778,0,0,0,0,-1,-1.6,96,982,10.5,188,68,34,61,4,0,0,0,2,0,0,0,0,0,0,0,0,0
1/5/2022,23:00:00,0,12.18047159,142.9914958,-52.99149582,0.526851111,0,0,0,0,-1.2,-1.8,96,982.3,9.9,170,67,25,74,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1/6/2022,0:00:00,0,33.96762594,139.9622618,-49.96226175,1.526544667,0,0,0,0,-1.5,-2,96,982.6,10.5,158,53,13,68,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1/6/2022,1:00:00,0,52.91235765,134.6627322,-44.66273218,2.526238441,0,0,0,0,-1.4,-1.9,96,982.8,12.2,146,63,38,48,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1/6/2022,2:00:00,0,69.07446751,127.9332485,-37.93324854,3.525932437,0,0,0,0,-1.6,-2.1,96,983.4,13.5,136,92,81,31,0,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/6/2022,3:00:00,0,83.21067099,120.4677455,-30.46774551,4.525626653,0,0,0,0,-1.7,-2.4,95,983.9,15.1,130,90,84,24,0,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/6/2022,4:00:00,0,96.11703046,112.7798578,-22.77985778,5.525321092,0,0,0,0,-1.8,-2.7,94,984.9,16.5,126,93,83,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1/6/2022,5:00:00,0,108.4368036,105.2669056,-15.26690555,6.525015752,0,0,0,0,-2.1,-3.2,92,985.6,18.6,122,100,86,38,0,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/6/2022,6:00:00,0,120.6549856,98.27118144,-8.271181444,7.524710636,0,0,0,0,-3,-4.3,90,986.5,20.9,117,91,99,3,0,0.1,0,0.07,71,0,0,0,0,0,0,0,0,0
1/6/2022,7:00:00,0,133.1196517,92.11762144,-2.117621435,8.524405743,0,0,0,0,-3.6,-5.2,88,987.8,20.7,110,89,96,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
