date,time,Power,solar_azimuth,solar_zenith,solar_elevation,solar_time,is_day,shortwave_radiation,shortwave_radiation_instant,direct_radiation,direct_radiation_instant,diffuse_radiation,diffuse_radiation_instant,direct_normal_irradiance,direct_normal_irradiance_instant,terrestrial_radiation,terrestrial_radiation_instant,uv_index_clear_sky,uv_index,temperature_2m,dewpoint_2m,relativehumidity_2m,surface_pressure,windspeed_10m,winddirection_10m,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,visibility,precipitation_probability,precipitation,rain,showers,snowfall,snow_depth,weathercode,cloud_radiation,pvsim,Lag_24,Lag_25,Lag_48,Lag_72
2023-05-18,15:00:00,187.21985227457577,263.61610813806533,63.37106680493605,26.628933195063954,16.703253475838824,1,492.0,436.4,347.0,307.9,145.0,128.6,686.9,686.9,675.7,599.4,2.95,2.95,11.4,2.4,54,1023.7,18.0,269,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,30790.0,522.6652731242293,27.35850820472032,27.35850820472032,27.35850820472032,27.35850820472032
2023-05-18,16:00:00,59.7817112400776,276.54605311668394,70.98378576697652,19.016214233023472,17.703225521877464,1,355.0,298.4,224.3,188.5,130.7,109.9,578.6,578.6,518.4,435.7,1.95,1.95,10.9,1.9,54,1024.0,17.6,270,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,18850.0,136.61144542787912,26.65572371641609,26.65572371641609,26.65572371641609,26.65572371641609
2023-05-18,17:00:00,44.61404380251521,289.01813647212407,78.40819332947045,11.59180667052955,18.7031973017617,1,220.0,167.9,115.3,88.0,104.7,79.9,438.0,438.0,352.1,268.7,1.05,1.05,10.1,2.0,57,1024.0,15.5,268,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,8800.0,89.33881834840646,24.02936188050688,24.02936188050688,24.02936188050688,24.02936188050688
2023-05-18,18:00:00,20.52287136186564,301.48559926818075,85.29436010499226,4.70563989500774,19.703168815608745,1,101.0,58.9,37.8,22.0,63.2,36.8,268.7,252.8,188.1,109.7,0.45,0.45,9.2,1.6,59,1024.2,12.6,265,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,2200.0,29.107265612739653,21.40755535338904,21.40755535338904,21.40755535338904,21.40755535338904
2023-05-19,02:00:00,21.42606900394563,50.94300625192774,88.9300975797591,1.0699024202408878,3.702931364104304,1,1.0,10.1,0.2,1.5,0.8,8.6,3.4,17.6,2.5,24.8,0.0,0.0,3.6,1.0,83,1027.9,4.3,287,5,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,150.0,0.0,21.443168361507976,21.443168361507976,21.443168361507976,21.443168361507976
2023-05-19,03:00:00,24.17946574711341,63.55907972091334,82.51014268773511,7.489857312264895,4.702900488955072,1,47.0,83.6,12.9,23.0,34.1,60.6,127.7,176.4,97.9,174.2,0.2,0.2,3.8,1.8,87,1027.9,3.2,223,3,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,2300.0,65.20478262343299,24.957259341043347,24.957259341043347,24.957259341043347,24.957259341043347
2023-05-19,04:00:00,26.02474903209234,75.96711990558761,75.35104496401495,14.648955035985058,5.702869348967942,1,148.0,195.9,65.7,86.9,82.3,109.0,343.7,343.7,255.4,338.0,0.65,0.65,5.0,1.3,77,1028.1,2.2,205,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,8690.0,132.68625165933537,27.267559118787613,27.267559118787613,27.267559118787613,27.267559118787613
2023-05-19,05:00:00,232.2222212978312,88.54861509189826,67.7922712886919,22.207728711308107,6.702837944266154,1,275.0,329.3,157.6,188.8,117.4,140.5,499.5,499.5,421.9,505.3,1.4,1.4,7.8,0.5,60,1028.1,3.2,51,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,18880.0,177.08770682179187,222.35591811056187,222.35591811056187,222.35591811056187,222.35591811056187
2023-05-19,06:00:00,799.1704753333923,101.80843139963312,60.19527506043514,29.80472493956486,7.702806274975065,1,411.0,466.0,273.0,309.5,138.0,156.5,622.7,622.7,586.1,664.5,2.35,2.35,9.4,0.6,54,1028.7,3.6,275,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,30950.0,392.6904231616824,545.5820826264273,545.5820826264273,545.5820826264273,545.5820826264273
2023-05-19,07:00:00,1358.277320277166,116.3788501517702,52.98451413565034,37.01548586434966,8.702774341219284,1,541.0,591.0,390.6,426.8,150.4,164.3,708.9,708.9,736.7,804.8,3.35,3.35,11.6,0.1,45,1028.8,4.7,275,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,42680.0,797.1989109075784,1270.5749930697389,1270.5749930697389,1270.5749930697389,1270.5749930697389
2023-05-19,08:00:00,2096.961497202601,132.96660708484822,46.70316013200722,43.29683986799278,9.702742143124578,1,653.0,693.2,492.5,522.8,160.5,170.4,762.4,762.4,863.6,916.8,4.35,4.35,13.3,-0.0,40,1029.0,6.8,320,0,13,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,45483.6,1154.9681793698967,2197.2292494509984,2197.2292494509984,2197.2292494509984,2197.2292494509984
2023-05-19,09:00:00,1692.4249010864396,152.08476312001943,42.047308831922166,47.95269116807784,10.702709680817886,1,736.0,762.6,564.9,585.3,171.1,177.3,788.2,788.2,958.1,992.7,5.1,5.1,13.2,-1.2,37,1029.4,11.5,337,0,2,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,57359.4,1441.442704502109,1995.4158267885864,1995.4158267885864,1995.4158267885864,1995.4158267885864
2023-05-19,10:00:00,1632.49637297791,173.43089744434178,39.77051639137128,50.229483608628726,11.70267695442533,1,788.0,798.7,609.7,618.0,178.3,180.7,804.1,804.1,1013.8,1027.5,5.6,5.6,14.1,-1.2,35,1029.6,11.5,341,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,61800.0,1590.0292363853384,2456.9669784657626,2456.9669784657626,2456.9669784657626,2456.9669784657626
2023-05-19,11:00:00,2235.75577370724,195.41823682164133,40.35213641698946,49.64786358301054,12.702643964074737,1,800.0,793.7,619.7,614.8,180.3,178.9,806.8,806.8,1026.9,1018.8,5.7,5.7,14.4,-0.5,36,1029.7,11.9,337,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,61479.99999999999,1611.7467306946735,2340.4963145743423,2340.4963145743423,2340.4963145743423,2340.4963145743423
2023-05-19,12:00:00,1647.0307136635795,215.9914989204993,43.65998378201717,46.34001621798283,13.702610709895565,1,771.0,748.3,594.8,577.3,176.2,171.0,798.0,798.0,996.5,967.1,5.45,5.45,15.6,0.9,37,1029.4,12.2,322,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,57729.99999999999,1491.0453644624622,1748.1185272108496,1748.1185272108496,1748.1185272108496,1748.1185272108496
2023-05-19,13:00:00,920.5625013944106,234.07096283303773,49.052490008557726,40.947509991442274,14.702577192016488,1,704.0,667.0,536.1,507.9,167.9,159.1,775.0,775.0,924.7,876.1,4.85,4.85,14.5,0.7,39,1029.3,13.0,321,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,50790.0,1261.9586863194922,1223.7497261445512,1223.7497261445512,1223.7497261445512,1223.7497261445512
2023-05-19,14:00:00,834.982540443051,249.770736491498,55.77223953004533,34.22776046995467,15.702543410566877,1,608.0,559.9,450.6,415.0,157.4,144.9,737.8,737.8,816.5,751.9,4.0,4.0,14.7,0.9,39,1029.3,10.8,316,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,41500.0,912.6847142880492,743.3907922504158,743.3907922504158,743.3907922504158,743.3907922504158
2023-05-19,15:00:00,208.7216054568576,263.73624017956786,63.183151331456095,26.816848668543905,16.702509365678715,1,489.0,434.2,342.6,304.2,146.4,130.0,674.4,674.4,679.2,603.0,3.0,3.0,15.1,0.9,38,1029.2,9.7,302,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,30420.0,499.5498320959114,187.21985227457577,187.21985227457577,187.21985227457577,187.21985227457577
2023-05-19,16:00:00,72.88868711924165,276.6593374081675,70.79598504884912,19.204014951150885,17.702475057482243,1,356.0,299.7,224.6,189.1,131.4,110.6,575.0,575.0,522.2,439.6,1.95,1.95,14.9,1.4,40,1029.0,9.0,297,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,18910.0,133.91009087986822,59.7817112400776,59.7817112400776,59.7817112400776,59.7817112400776
2023-05-19,17:00:00,45.56382265002854,289.12132463319216,78.21735993044868,11.782640069551318,18.702440486108376,1,223.0,170.9,117.5,90.0,105.5,80.8,441.0,441.0,356.1,272.9,1.1,1.1,14.3,1.9,43,1029.0,8.6,284,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,9000.0,87.99444120767022,44.61404380251521,44.61404380251521,44.61404380251521,44.61404380251521
2023-05-19,18:00:00,20.898548381428085,301.57566616903216,85.09821098824379,4.901789011756203,19.70240565169114,1,104.0,61.7,39.5,23.4,64.5,38.3,274.1,268.4,192.4,114.1,0.45,0.45,13.0,1.9,47,1028.9,7.9,266,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,2340.0,29.6099405450314,20.52287136186564,20.52287136186564,20.52287136186564,20.52287136186564
2023-05-20,02:00:00,21.462734512954576,50.84289243780464,88.74108819247637,1.2589118075236316,3.702117523809706,1,1.0,6.4,-0.0,-0.0,1.0,6.4,0.0,0.0,4.6,29.2,0.0,0.0,3.9,1.6,85,1030.4,6.1,201,7,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,-0.0,0.0,21.42606900394563,21.42606900394563,21.42606900394563,21.42606900394563
2023-05-20,10:00:00,1443.2792130203673,173.39123132336408,39.559992665283545,50.440007334716455,11.701812638770074,1,787.0,797.6,606.8,615.0,180.2,182.6,797.8,797.8,1016.4,1030.2,5.65,5.65,17.5,-0.3,30,1030.7,12.2,342,4,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,61500.0,1553.234291243404,1632.49637297791,1632.49637297791,1632.49637297791,1632.49637297791
2023-05-20,11:00:00,2234.7484979739147,195.4465723703368,40.14111810579677,49.85888189420323,12.701773353550488,1,801.0,794.7,619.5,614.7,181.5,180.1,804.1,804.1,1029.5,1021.5,5.75,5.75,17.3,-0.4,30,1030.7,14.0,344,1,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,61470.00000000001,1590.459121490163,2235.75577370724,2235.75577370724,2235.75577370724,2235.75577370724
2023-05-20,12:00:00,1767.483953610113,216.07209570815044,43.45582194958696,46.54417805041304,13.70173380779022,1,773.0,750.3,596.0,578.5,177.0,171.8,797.0,797.0,999.2,970.0,5.5,5.5,17.1,0.7,33,1030.5,13.0,343,1,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,57850.0,1477.341274492893,1647.0307136635795,1647.0307136635795,1647.0307136635795,1647.0307136635795
2023-05-20,13:00:00,1049.598978430531,234.17884418188535,48.85742775435728,41.142572245642725,14.701694001633827,1,710.0,672.8,542.8,514.4,167.2,158.5,781.9,781.9,927.6,879.1,4.9,4.9,17.3,-0.9,29,1030.1,11.2,349,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,51440.0,1240.2765842990057,920.5625013944106,920.5625013944106,920.5625013944106,920.5625013944106
2023-05-20,14:00:00,680.3925110344602,249.8873429359228,55.58436261821445,34.41563738178555,15.701653935227451,1,615.0,566.6,458.4,422.3,156.6,144.3,747.3,747.3,819.6,755.2,4.05,4.05,17.1,-0.7,30,1029.2,10.4,344,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,42230.0,903.893048102375,834.982540443051,834.982540443051,834.982540443051,834.982540443051
2023-05-20,15:00:00,193.59123671270996,263.85137639218766,62.9989399450914,27.0010600549086,16.70161360871898,1,491.0,436.3,344.1,305.8,146.9,130.5,673.6,673.6,682.6,606.6,3.0,3.0,17.3,0.4,32,1028.7,9.0,336,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,30580.0,489.602610767605,208.7216054568576,208.7216054568576,208.7216054568576,208.7216054568576
2023-05-20,16:00:00,63.71023479752606,276.7677874376268,70.61186327878505,19.38813672121496,17.70157302225544,1,360.0,303.6,228.2,192.5,131.8,111.1,580.0,580.0,525.8,443.5,2.0,2.0,17.2,1.2,34,1028.3,8.3,326,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,19250.0,132.7931862763665,72.88868711924165,72.88868711924165,72.88868711924165,72.88868711924165
2023-05-20,17:00:00,45.52008847900588,289.2198616464827,78.03032349337346,11.969676506626536,18.7015321759846,1,225.0,173.1,118.7,91.3,106.3,81.8,440.5,440.5,360.1,277.0,1.1,1.1,16.6,1.0,35,1028.3,7.6,317,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,9130.0,87.969531007087,45.56382265002854,45.56382265002854,45.56382265002854,45.56382265002854
2023-05-20,18:00:00,22.262570447771044,301.66130256581584,84.90610134312826,5.09389865687175,19.701491070056303,1,106.0,63.9,40.3,24.3,65.7,39.6,273.9,273.9,196.7,118.5,0.45,0.45,15.7,2.1,40,1028.3,5.4,299,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,2430.0,30.381400099996004,20.898548381428085,20.898548381428085,20.898548381428085,20.898548381428085
2023-05-21,03:00:00,24.337661287740637,63.331030090958194,82.15404709407906,7.845952905920941,4.701109457904153,1,51.0,87.5,14.3,24.5,36.7,63.0,137.0,179.5,106.2,182.2,0.2,0.2,6.6,0.7,66,1027.0,3.6,183,14,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,2450.0,67.49769876545643,24.37220476553432,24.37220476553432,24.37220476553432,24.37220476553432
2023-05-21,04:00:00,24.926812756193325,75.71632882287108,75.00649284312571,14.99350715687429,5.701065763735991,1,151.0,198.2,66.9,87.8,84.1,110.4,339.6,339.6,263.1,345.4,0.7,0.7,7.9,0.8,61,1027.1,3.2,187,4,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,8780.0,132.70477999036387,26.184605223899904,26.184605223899904,26.184605223899904,26.184605223899904
2023-05-21,05:00:00,226.2233409716321,88.27942315630074,67.45293763701572,22.547062362984278,6.701021811592239,1,278.0,331.8,159.3,190.2,118.7,141.6,496.2,496.2,429.0,512.1,1.45,1.45,10.8,1.1,51,1027.3,4.7,174,5,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,19020.0,175.97030691290206,259.4199343034985,259.4199343034985,259.4199343034985,259.4199343034985
2023-05-21,06:00:00,949.034029116624,101.526295335628,59.85323460836149,30.146765391638507,7.700977601630962,1,412.0,466.3,272.6,308.5,139.4,157.8,614.5,614.5,592.6,670.7,2.4,2.4,14.0,1.6,43,1026.9,4.3,210,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,30850.0,374.6326600626867,775.2367756146014,775.2367756146014,775.2367756146014,775.2367756146014
2023-05-21,07:00:00,1590.249371490837,116.09477809575466,52.63078415515879,37.369215844841214,8.7009331340094,1,540.0,589.4,387.5,423.0,152.5,166.4,697.0,697.0,742.7,810.7,3.45,3.45,17.8,3.3,38,1026.8,5.0,237,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,42300.0,755.8460218454296,1575.374187346841,1575.374187346841,1575.374187346841,1575.374187346841
2023-05-21,08:00:00,1637.0937297981393,132.70438398833969,46.32933127455391,43.67066872544609,9.70088840888597,1,652.0,691.8,488.8,518.7,163.2,173.1,751.3,751.3,869.2,922.3,4.45,4.45,19.9,5.2,38,1026.6,6.5,291,1,0,0,46,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,51870.00000000001,1094.6036651687475,1654.6832264576278,1654.6832264576278,1654.6832264576278,1654.6832264576278
2023-05-21,09:00:00,1331.0580959687456,151.88716240526728,41.64958929244667,48.35041070755333,10.700843426419787,1,733.0,759.3,558.0,578.0,175.0,181.3,773.6,773.6,963.5,998.0,5.25,5.25,19.7,5.0,38,1026.4,10.1,341,0,0,0,42,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,57800.0,1361.1163480967966,1392.825609346168,1392.825609346168,1392.825609346168,1392.825609346168
2023-05-21,10:00:00,1234.4098469947608,173.34849782092178,39.35528223081346,50.64471776918654,11.700798186770609,1,791.0,801.7,610.8,619.1,180.2,182.6,800.7,800.7,1019.0,1032.8,5.7,5.7,19.8,3.9,35,1026.3,11.9,338,0,0,0,21,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,61910.0,1531.6472322967138,1443.2792130203673,1443.2792130203673,1443.2792130203673,1443.2792130203673
2023-05-21,11:00:00,2052.1687713052797,195.4706694806324,39.93542908608209,50.06457091391791,12.700752690098415,1,804.0,797.8,622.1,617.3,181.9,180.5,805.1,805.1,1032.1,1024.1,5.85,5.55,19.5,4.0,36,1026.0,11.9,339,0,0,0,100,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,61729.99999999999,1557.7653504397913,2234.7484979739147,2234.7484979739147,2234.7484979739147,2234.7484979739147
2023-05-22,08:00:00,1986.396411544447,132.57287857451078,46.15174359455556,43.84825640544444,9.699738180072554,1,643.0,682.1,475.7,504.6,167.3,177.5,728.5,728.5,871.9,924.9,4.45,4.45,20.7,5.1,36,1020.1,9.0,352,5,0,1,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,50460.0,1074.4231200048755,1637.0937297981393,1637.0937297981393,1637.0937297981393,1637.0937297981393
2023-05-22,09:00:00,1743.8973554246395,151.78602606468937,41.45994767317695,48.54005232682305,10.699687070874306,1,729.0,755.1,551.0,570.7,178.0,184.3,761.7,761.7,966.0,1000.6,5.25,5.1,21.0,4.9,35,1019.7,12.6,346,3,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,57070.00000000001,1345.337364911543,1331.0580959687456,1331.0580959687456,1331.0580959687456,1331.0580959687456
2023-05-22,10:00:00,1755.1661837985855,173.30273665079292,39.15645481580019,50.84354518419981,11.699635708531222,1,780.0,790.5,593.9,601.9,186.1,188.6,776.3,776.3,1021.5,1035.3,5.7,5.45,19.3,3.9,36,1019.2,11.5,335,5,0,0,5,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,60190.0,1500.2267796601966,1234.4098469947608,1234.4098469947608,1234.4098469947608,1234.4098469947608
2023-05-22,11:00:00,503.951994472121,195.4905075881633,39.73514019525973,50.26485980474028,12.69958409322005,1,791.0,784.9,602.2,597.6,188.8,187.3,777.2,777.2,1034.7,1026.7,5.8,5.7,20.7,4.7,35,1018.7,14.4,350,18,0,47,63,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,59760.0,1522.4500574824328,2052.1687713052797,2052.1687713052797,2052.1687713052797,2052.1687713052797
2023-05-23,06:00:00,767.2039241971152,101.24835427728551,59.53558757924856,30.46441242075144,7.698555579252604,1,357.0,403.5,204.9,231.5,152.1,171.9,456.8,456.8,598.6,676.5,2.4,2.25,15.8,7.3,57,1013.2,6.8,166,9,0,10,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,23150.0,338.4870380482562,714.3445049958133,714.3445049958133,714.3445049958133,714.3445049958133
2023-05-23,07:00:00,1260.978855037633,115.81319813573356,52.30177206357977,37.69822793642023,8.698498942730941,1,534.0,582.3,378.1,412.3,155.9,170.0,674.4,674.4,748.3,816.1,3.45,3.4,19.2,8.2,49,1013.0,7.9,189,0,0,62,23,24140.0,4,0.0,0.0,0.0,0.0,0.0,0,41230.0,733.8596290251295,1576.2604061767345,1576.2604061767345,1576.2604061767345,1576.2604061767345
2023-05-23,08:00:00,1574.41646884561,132.44127441237978,45.980436028456,44.019563971544,9.698442057108265,1,643.0,681.9,474.5,503.2,168.5,178.7,724.3,724.3,874.5,927.4,4.4,4.4,21.3,8.2,43,1013.0,7.2,207,4,0,35,4,24140.0,9,0.0,0.0,0.0,0.0,0.0,0,50320.0,1057.0228415681763,1986.396411544447,1986.396411544447,1986.396411544447,1986.396411544447
2023-05-23,17:00:00,47.00695484350049,289.4874048408542,77.4927334165783,12.5072665834217,18.69791890878541,1,205.0,159.4,96.1,74.7,108.9,84.7,345.2,345.2,371.6,288.9,1.15,1.15,20.8,10.6,52,1013.5,7.9,348,15,0,0,0,24140.0,4,0.0,0.0,0.0,0.0,0.0,0,7470.0,90.39163094279964,53.99074045983383,53.99074045983383,53.99074045983383,53.99074045983383
2023-05-24,01:00:00,7.965056926375863,37.45515624907353,93.34574899154032,-3.345748991540328,2.697437078188337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.3,73,1014.4,6.1,158,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-24,02:00:00,20.464965405417484,50.44766064395287,88.04568940549058,1.954310594509428,3.697375742153374,1,3.0,11.0,0.0,0.2,3.0,10.8,0.9,2.1,12.3,45.2,0.0,0.0,10.4,6.9,79,1014.3,4.0,211,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,20.0,0.0,19.70851558006521,19.70851558006521,19.70851558006521,19.70851558006521
2023-05-24,03:00:00,23.432559750700783,62.99583888615985,81.66528235955607,8.334717640443921,4.697314160772207,1,55.0,90.3,15.1,24.8,39.9,65.5,139.6,171.5,117.6,193.1,0.25,0.25,10.8,6.7,76,1014.8,2.5,182,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,2480.0,69.39895076538403,23.126865896360865,23.126865896360865,23.126865896360865,23.126865896360865
2023-05-24,04:00:00,25.45664752519057,75.34872036496009,74.53492406333442,15.46507593666558,5.697252334249125,1,155.0,201.4,68.4,88.9,86.6,112.5,333.8,333.8,273.6,355.5,0.7,0.7,12.5,7.2,70,1014.7,2.9,170,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,8890.0,132.13940014999733,27.40065462531177,27.40065462531177,27.40065462531177,27.40065462531177
2023-05-24,05:00:00,212.021855501263,87.88473929324702,66.98932678255042,23.010673217449572,6.697190262787592,1,279.0,331.6,158.3,188.2,120.7,143.4,481.6,481.6,438.7,521.3,1.5,1.5,14.9,6.7,58,1015.0,3.6,217,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,18820.0,174.34077255418586,260.41180580294315,260.41180580294315,260.41180580294315,260.41180580294315
2023-05-24,06:00:00,775.1724422079931,101.1112305420617,59.38599224237511,30.61400775762489,7.697127946594727,1,411.0,464.2,269.1,303.9,141.9,160.2,597.1,597.1,601.5,679.3,2.45,2.45,17.6,7.0,50,1015.2,2.2,6,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,30390.0,353.18939365967475,767.2039241971152,767.2039241971152,767.2039241971152,767.2039241971152
2023-05-24,07:00:00,1519.9038165897791,115.67364829103455,52.14662579486266,37.85337420513734,8.697065385876325,1,537.0,585.4,380.9,415.3,156.1,170.1,676.9,676.9,751.0,818.6,3.45,3.45,21.1,8.7,45,1015.6,4.3,338,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,41530.0,717.5040707031458,1260.978855037633,1260.978855037633,1260.978855037633,1260.978855037633
2023-05-24,08:00:00,641.1940979430226,132.309700170608,45.81545151024881,44.18454848975119,9.69700258083937,1,647.0,686.0,478.7,507.6,168.3,178.4,728.4,728.4,876.9,929.8,4.45,4.45,22.6,8.7,41,1015.5,6.1,334,2,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,50760.0,1044.8805798209423,1574.41646884561,1574.41646884561,1574.41646884561,1574.41646884561
2023-05-24,09:00:00,944.9242817929442,151.57958853272126,41.09939211730337,48.90060788269663,10.69693953169197,1,723.0,748.7,539.9,559.0,183.1,189.6,742.0,742.0,970.8,1005.3,5.2,5.2,23.1,7.2,36,1015.7,7.9,341,15,0,52,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,55900.0,1279.9028168927043,522.281067272058,522.281067272058,522.281067272058,522.281067272058
2023-05-24,12:00:00,1305.7015248608802,216.3447692467692,42.68763381428998,47.31236618571002,13.696748921668958,1,754.0,732.4,563.0,546.8,191.0,185.5,744.0,744.0,1009.6,980.6,5.55,3.1,24.3,7.4,34,1015.0,13.3,356,18,0,67,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,54679.99999999999,1348.067074343553,313.1319530624926,313.1319530624926,313.1319530624926,313.1319530624926
2023-05-24,13:00:00,1120.208214630249,234.55803221191417,48.120757429764,41.879242570236,14.696684898166954,1,702.0,666.0,526.4,499.4,175.6,166.6,748.1,748.1,938.7,890.6,4.95,1.85,24.2,6.9,33,1014.7,13.0,350,17,0,64,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,49940.0,1153.2660643152583,681.6332344478312,681.6332344478312,681.6332344478312,681.6332344478312
2023-05-24,14:00:00,697.2860366843834,250.30158256782957,54.87299363289107,35.12700636710893,15.69662063160165,1,606.0,559.4,442.0,408.0,164.0,151.3,709.2,709.2,831.6,767.6,4.1,3.05,23.9,6.7,33,1014.6,11.5,342,14,0,40,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,40800.0,832.3347370070181,702.2607597585152,702.2607597585152,702.2607597585152,702.2607597585152
2023-05-24,15:00:00,276.76717894757803,264.26115375566155,62.30045772829085,27.69954227170916,16.69655612218569,1,479.0,427.0,325.3,290.0,153.7,137.1,623.9,623.9,695.5,620.1,3.1,2.85,23.9,7.5,35,1014.6,7.2,347,2,0,57,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,29000.0,443.05944764736506,235.6528179069004,235.6528179069004,235.6528179069004,235.6528179069004
2023-05-24,16:00:00,118.72868399291774,277.152686669681,69.9135633550835,20.0864366449165,17.696491370130857,1,360.0,305.4,225.0,190.9,135.0,114.5,556.0,556.0,539.9,458.1,2.1,1.25,24.0,8.0,36,1014.3,6.5,325,2,0,16,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,19090.0,131.3797393812549,109.50748319679646,109.50748319679646,109.50748319679646,109.50748319679646
2023-05-24,17:00:00,77.21901242418424,289.56719134832736,77.32162271241423,12.678377287585771,18.696426375650123,1,230.0,179.4,120.6,94.1,109.4,85.3,428.8,428.8,375.3,292.7,1.2,0.55,23.3,8.5,39,1014.0,4.7,301,1,0,17,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,9410.0,88.73866104553221,47.00695484350049,47.00695484350049,47.00695484350049,47.00695484350049
2023-05-24,18:00:00,21.976378387279635,301.9594900819641,84.17959388196964,5.820406118030359,19.69636113895709,1,114.0,72.4,43.9,27.9,70.1,44.5,275.3,275.3,212.9,135.1,0.5,0.5,22.7,9.8,44,1013.8,4.3,244,0,0,0,0,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,2790.0,34.96403113452924,22.286702548949236,22.286702548949236,22.286702548949236,22.286702548949236
2023-05-25,01:00:00,9.301270273634616,37.37349663646084,93.17845824046972,-3.178458240469723,2.6958977191481344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,8.2,74,1012.5,9.0,200,3,0,66,47,24140.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.965056926375863,7.965056926375863,7.965056926375863,7.965056926375863
2023-05-25,14:00:00,557.9590368439119,250.39186878394844,54.70550834100366,35.29449165899634,15.695005876269429,1,558.0,515.3,375.5,346.8,182.5,168.5,600.3,600.3,834.4,770.5,4.15,4.15,19.8,9.7,52,1011.3,19.4,263,17,73,52,0,24140.0,4,0.0,0.0,0.0,0.0,0.0,0,9363.6,781.0886202773631,697.2860366843834,697.2860366843834,697.2860366843834,697.2860366843834
